sno,zf,tdf,female,male,ncyj,ncwj,czyj,czwj,ks_is_jf,jydf,csdm,kslb,kldm,csdj,is_qu,is_shi,is_xian,ybfsx_wk,ebfsx_wk,ssmzlqf_wk,hzlqf_wk,ybfsx_lk,ebfsx_lk,ssmzlqf_lk,hzlqf_lk,zfdj,zf_yb_d,zf_lqf_d,zf_pjf_d,zybm,xybm,zy_fs_pm
2012214353,532,552,1,0,0,0,1,0,0,0.686,4503,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,3,4.0,1,25,2,6,259.0
2012214354,473,493,1,0,1,0,0,0,0,0.604,5204,1,5,5.0,0,0,1,539,461,530,531,470,390,455,456,3,3.0,18,-34,2,6,86.0
2012214355,492,492,1,0,1,0,0,0,1,0.764,6101,1,5,1.0,0,0,1,556,497,501,530,517,461,467,481,3,-25.0,11,-15,2,6,123.0
2012214356,553,558,0,1,0,0,0,1,0,0.773,1302,1,5,3.0,0,0,1,572,529,545,565,564,509,539,558,1,-11.0,14,46,2,6,99.0
2012214357,474,474,0,1,1,0,0,0,1,0.759,1504,1,5,4.0,0,0,1,492,429,484,493,469,390,437,458,3,5.0,16,-33,2,6,92.0
2012214358,460,470,0,1,0,0,1,0,0,0.759,1523,1,5,4.0,0,0,1,492,429,484,493,469,390,437,458,3,-9.0,23,-47,2,6,70.0
2012214359,486,486,0,1,0,0,1,0,1,0.768,2308,0,5,4.0,0,1,0,526,449,463,499,514,425,434,434,2,-28.0,52,-21,2,6,33.0
2012214360,0,517,0,1,0,0,1,0,0,0.981,3307,1,5,2.0,0,0,1,606,452,504,529,593,433,480,504,4,0.0,0,0,2,6,289.0
2012214361,506,511,0,1,0,0,0,1,0,0.652,3408,1,5,4.0,0,0,1,577,541,562,578,544,478,496,539,1,-38.0,10,-1,2,6,135.0
2012214362,521,531,0,1,1,0,0,0,0,0.86,3505,1,5,2.0,0,0,1,557,466,465,547,546,435,489,528,2,-25.0,32,14,2,6,57.0
2012214363,537,537,0,1,0,0,1,0,1,0.735,3610,1,5,4.0,1,0,0,570,523,523,565,547,486,487,531,1,-10.0,6,30,2,6,176.0
2012214364,563,563,0,1,1,0,0,0,1,0.804,3708,1,5,3.0,0,0,1,573,450,517,540,582,430,496,511,1,-19.0,52,56,2,6,33.0
2012214365,545,545,0,1,0,0,0,1,1,0.752,4116,1,5,4.0,0,0,1,557,509,557,562,540,481,540,546,1,5.0,-1,38,2,6,291.0
2012214366,556,556,0,1,0,1,0,0,1,0.752,4114,1,5,4.0,0,0,1,557,509,557,562,540,481,540,546,2,16.0,10,49,2,6,135.0
2012214367,561,561,0,1,0,0,0,1,1,0.766,4206,1,5,5.0,1,0,0,561,514,568,568,551,492,558,558,1,10.0,3,54,2,6,236.0
2012214368,562,562,0,1,0,0,1,0,1,0.8,4201,1,5,1.0,1,0,0,561,541,565,551,551,492,556,556,1,11.0,6,55,2,6,176.0
2012214369,562,562,0,1,0,1,0,0,1,0.766,4201,1,5,1.0,1,0,0,561,514,568,568,551,492,558,558,1,11.0,4,55,2,6,212.0
2012214370,561,561,0,1,0,0,0,1,1,0.766,4210,1,5,3.0,1,0,0,561,514,568,568,551,492,558,558,2,10.0,3,54,2,6,236.0
2012214371,550,560,0,1,1,0,0,0,0,0.766,4228,1,5,5.0,0,0,1,561,514,568,568,551,492,558,558,1,-1.0,-8,43,2,6,313.0
2012214372,518,518,0,1,0,1,0,0,1,0.727,4305,1,5,4.0,0,0,1,571,523,565,568,520,451,495,510,3,-2.0,8,11,2,6,152.0
2012214373,513,513,0,1,1,0,0,0,1,0.727,4307,1,5,4.0,1,0,0,571,523,565,568,520,451,495,510,3,-7.0,3,6,2,6,236.0
2012214374,507,512,0,1,0,0,1,0,0,0.727,4330,1,5,4.0,0,0,1,571,523,565,568,520,451,495,510,3,-13.0,12,0,2,6,114.0
2012214375,528,548,0,1,0,1,0,0,0,0.686,4502,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,3,0.0,-4,21,2,6,297.0
2012214376,536,543,0,1,0,0,1,0,0,0.686,4509,1,5,4.0,1,0,0,544,473,549,557,528,444,531,532,2,8.0,5,29,2,6,192.0
2012214377,536,546,0,1,0,0,1,0,0,0.686,4513,1,5,5.0,0,0,1,544,473,549,557,528,444,531,532,1,8.0,5,29,2,6,192.0
2012214378,490,490,0,1,1,0,0,0,1,0.836,5001,1,5,0.0,0,0,1,554,494,495,510,522,462,462,467,2,-32.0,23,-17,2,6,70.0
2012214379,493,503,0,1,1,0,0,0,0,0.836,5001,1,5,0.0,0,0,1,554,494,495,510,522,462,462,467,2,-29.0,31,-14,2,6,59.0
2012214380,445,465,0,1,0,0,1,0,0,0.604,5226,1,5,4.0,0,1,0,539,461,530,531,470,390,455,456,3,-25.0,-10,-62,2,6,318.0
2012214381,443,463,0,1,0,1,0,0,0,0.604,5206,1,5,5.0,0,0,1,539,461,530,531,470,390,455,456,3,-27.0,-12,-64,2,6,322.0
2012214382,455,475,0,1,0,0,1,0,0,0.574,5334,1,5,5.0,0,0,1,520,460,533,535,465,460,298,298,3,-10.0,157,-52,2,6,16.0
2012214383,495,495,0,1,1,0,0,0,1,0.764,6105,1,5,4.0,1,0,0,556,497,501,530,517,461,467,481,3,-22.0,14,-12,2,6,99.0
2012214384,392,422,0,1,1,0,0,0,0,0.747,6422,5,3,5.0,1,0,0,489,453,467,467,440,401,409,409,5,0.0,0,-115,2,6,289.0
2012214385,558,558,1,0,0,0,1,0,1,0.773,1301,1,5,2.0,1,0,0,572,529,545,565,564,509,539,558,2,-6.0,0,51,2,6,289.0
2012214386,499,499,1,0,0,0,1,0,1,0.912,2111,1,5,3.0,1,0,0,563,506,507,531,517,445,445,465,2,-18.0,34,-8,2,6,56.0
2012214387,356,356,1,0,0,0,1,0,1,0.98,3101,1,5,0.0,1,0,0,438,379,385,381,423,342,348,356,3,-67.0,0,-151,2,6,289.0
2012214388,535,535,1,0,0,1,0,0,1,0.86,3505,1,5,2.0,1,0,0,557,466,465,547,546,435,489,528,1,-11.0,7,28,2,6,163.0
2012214389,554,554,1,0,1,0,0,0,1,0.752,4115,1,5,4.0,0,0,1,557,509,557,562,540,481,540,546,1,14.0,8,47,2,6,152.0
2012214390,565,565,1,0,0,1,0,0,1,0.766,4209,1,5,3.0,0,1,0,561,514,568,568,551,492,558,558,1,14.0,7,58,2,6,163.0
2012214391,566,566,1,0,0,1,0,0,1,0.766,4210,1,5,3.0,1,0,0,561,514,568,568,551,492,558,558,1,15.0,8,59,2,6,152.0
2012214392,511,511,1,0,0,1,0,0,1,0.727,4301,1,5,1.0,0,0,1,571,523,565,568,520,451,495,510,1,-9.0,1,4,2,6,259.0
2012214393,543,543,1,0,0,0,1,0,1,0.686,4501,1,5,2.0,1,0,0,544,473,549,557,528,444,531,532,1,15.0,11,36,2,6,123.0
2012214394,542,552,1,0,0,1,0,0,0,0.686,4501,1,5,2.0,0,0,1,544,473,549,557,528,444,531,532,2,14.0,11,35,2,6,123.0
2012214395,524,544,1,0,1,0,0,0,0,0.686,4503,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,2,-4.0,-7,17,2,6,310.0
2012214396,475,475,1,0,1,0,0,0,1,0.574,5329,1,5,4.0,0,0,1,520,460,533,535,465,460,298,298,2,10.0,177,-32,2,6,8.0
2012214397,480,480,1,0,1,0,0,0,1,0.683,6227,1,5,5.0,0,0,1,533,485,471,504,517,462,460,470,3,-37.0,10,-27,2,6,135.0
2012214398,547,552,0,1,0,0,0,1,0,0.773,1330,1,5,6.0,1,0,0,572,529,545,565,564,509,539,558,3,-17.0,8,40,2,6,152.0
2012214399,468,468,0,1,1,0,0,0,1,0.759,1504,1,5,4.0,1,0,0,492,429,484,493,469,390,437,458,3,-1.0,10,-39,2,6,135.0
2012214400,472,482,0,1,1,0,0,0,0,0.759,1504,1,5,4.0,1,0,0,492,429,484,493,469,390,437,458,3,3.0,35,-35,2,6,54.0
2012214401,369,369,0,1,0,0,1,0,1,0.98,3101,1,5,0.0,1,0,0,438,379,385,381,423,342,348,356,3,-54.0,13,-138,2,6,105.0
2012214402,541,541,0,1,0,0,0,1,1,0.652,3407,1,5,5.0,1,0,0,577,541,562,578,544,478,496,539,1,-3.0,2,34,2,6,250.0
2012214403,516,521,0,1,0,0,0,1,0,0.652,3412,1,5,4.0,0,1,0,577,541,562,578,544,478,496,539,3,-28.0,20,9,2,6,79.0
2012214404,538,538,0,1,1,0,0,0,1,0.86,3503,1,5,3.0,0,0,1,557,466,465,547,546,435,489,528,1,-8.0,49,31,2,6,37.0
2012214405,537,537,0,1,1,0,0,0,1,0.735,3660,1,5,3.0,0,1,0,570,523,523,565,547,486,487,531,1,-10.0,6,30,2,6,176.0
2012214406,574,574,0,1,0,0,1,0,1,0.804,3702,1,5,1.0,1,0,0,573,450,517,540,582,430,496,511,1,-8.0,63,67,2,6,26.0
2012214407,554,554,0,1,1,0,0,0,1,0.752,4110,1,5,4.0,0,1,0,557,509,557,562,540,481,540,546,2,14.0,8,47,2,6,152.0
2012214408,552,552,0,1,0,0,1,0,1,0.752,4109,1,5,5.0,1,0,0,557,509,557,562,540,481,540,546,1,12.0,6,45,2,6,176.0
2012214409,567,567,0,1,0,0,1,0,1,0.8,4201,1,5,1.0,1,0,0,561,541,565,551,551,492,556,556,1,16.0,11,60,2,6,123.0
2012214410,565,565,0,1,0,0,1,0,1,0.766,4201,1,7,1.0,1,0,0,561,514,568,568,551,492,558,558,5,0.0,0,58,2,6,289.0
2012214411,561,561,0,1,0,1,0,0,1,0.766,4211,1,5,4.0,1,0,0,561,514,568,568,551,492,558,558,1,10.0,3,54,2,6,236.0
2012214412,562,562,0,1,0,0,1,0,1,0.766,4210,1,5,3.0,1,0,0,561,514,568,568,551,492,558,558,2,11.0,4,55,2,6,212.0
2012214413,0,0,0,1,1,0,0,0,1,0.766,4228,1,5,5.0,0,1,0,561,514,568,568,551,492,558,558,4,0.0,0,0,2,6,289.0
2012214414,513,513,0,1,1,0,0,0,1,0.727,4303,1,5,4.0,0,1,0,571,523,565,568,520,451,495,510,2,-7.0,3,6,2,6,236.0
2012214415,511,511,0,1,1,0,0,0,1,0.727,4330,1,5,4.0,0,1,0,571,523,565,568,520,451,495,510,3,-9.0,1,4,2,6,259.0
2012214416,505,515,0,1,0,1,0,0,0,0.727,4329,1,5,5.0,0,0,1,571,523,565,568,520,451,495,510,3,-15.0,10,-2,2,6,135.0
2012214417,545,545,0,1,0,1,0,0,1,0.686,4511,1,5,5.0,1,0,0,544,473,549,557,528,444,531,532,1,17.0,13,38,2,6,105.0
2012214418,523,543,0,1,0,0,1,0,0,0.686,4503,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,3,-5.0,-8,16,2,6,313.0
2012214419,539,544,0,1,0,0,0,1,0,0.686,4502,1,5,3.0,1,0,0,544,473,549,557,528,444,531,532,3,11.0,8,32,2,6,152.0
2012214420,490,490,0,1,1,0,0,0,1,0.836,5001,1,5,0.0,0,0,1,554,494,495,510,522,462,462,467,3,-32.0,23,-17,2,6,70.0
2012214421,473,483,0,1,0,0,0,1,0,0.836,5001,1,5,0.0,0,0,1,554,494,495,510,522,462,462,467,3,-49.0,11,-34,2,6,123.0
2012214422,445,465,0,1,0,1,0,0,0,0.604,5227,1,5,4.0,0,0,1,539,461,530,531,470,390,455,456,3,-25.0,-10,-62,2,6,318.0
2012214423,477,477,0,1,1,0,0,0,1,0.574,5321,1,5,5.0,1,0,0,520,460,533,535,465,460,298,298,2,12.0,179,-30,2,6,6.0
2012214424,493,503,0,1,1,0,0,0,0,0.574,5329,1,5,4.0,0,1,0,520,460,533,535,465,460,298,298,3,28.0,195,-14,2,6,1.0
2012214425,493,493,0,1,0,0,0,1,1,0.764,6101,1,5,1.0,1,0,0,556,497,501,530,517,461,467,481,3,-24.0,12,-14,2,6,114.0
2012214426,523,523,1,0,0,1,0,0,1,0.772,1408,1,5,4.0,0,0,1,539,492,493,522,530,476,487,487,3,-7.0,36,16,2,6,50.0
2012214427,488,488,1,0,1,0,0,0,1,0.912,2104,1,5,3.0,0,0,1,563,506,507,531,517,445,445,465,3,-29.0,23,-19,2,6,70.0
2012214428,376,376,1,0,0,0,1,0,1,0.98,3101,1,5,0.0,1,0,0,438,379,385,381,423,342,348,356,3,-47.0,20,-131,2,6,79.0
2012214429,531,531,1,0,0,0,1,0,1,0.86,3501,1,5,2.0,1,0,0,557,466,465,547,546,435,489,528,1,-15.0,3,24,2,6,236.0
2012214430,548,548,1,0,0,1,0,0,1,0.752,4116,1,5,4.0,0,0,1,557,509,557,562,540,481,540,546,1,8.0,2,41,2,6,250.0
2012214431,562,562,1,0,0,0,1,0,1,0.766,4210,1,5,3.0,1,0,0,561,514,568,568,551,492,558,558,1,11.0,4,55,2,6,212.0
2012214432,568,568,1,0,0,0,1,0,1,0.766,4201,1,5,1.0,1,0,0,561,514,568,568,551,492,558,558,1,17.0,10,61,2,6,135.0
2012214434,535,555,1,0,1,0,0,0,0,0.686,4503,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,1,7.0,3,28,2,6,236.0
2012214435,534,544,1,0,1,0,0,0,0,0.686,4502,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,1,6.0,3,27,2,6,236.0
2012214436,606,606,1,0,0,0,1,0,1,0.683,4601,1,5,2.0,0,1,0,668,591,651,656,614,545,581,592,1,-8.0,14,99,2,6,99.0
2012214437,474,474,1,0,1,0,0,0,1,0.574,5324,1,5,4.0,1,0,0,520,460,533,535,465,460,298,298,1,9.0,176,-33,2,6,11.0
2012214438,350,370,1,0,1,0,0,0,0,0.639,6321,1,5,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-51.0,-6,-157,2,6,306.0
2012214439,548,558,0,1,0,1,0,0,0,0.773,1308,1,5,4.0,0,0,1,572,529,545,565,564,509,539,558,1,-16.0,9,41,2,6,139.0
2012214440,468,468,0,1,0,0,1,0,1,0.759,1502,1,5,3.0,1,0,0,492,429,484,493,469,390,437,458,2,-1.0,10,-39,2,6,135.0
2012214441,460,470,0,1,1,0,0,0,0,0.759,1504,1,5,4.0,0,0,1,492,429,484,493,469,390,437,458,3,-9.0,23,-47,2,6,70.0
2012214442,227,327,0,1,1,0,0,0,0,0.883,3212,4,5,3.0,0,1,0,341,311,313,311,340,312,314,314,3,-113.0,-87,-280,2,6,326.0
2012214443,540,540,0,1,0,0,1,0,1,0.652,3412,1,5,4.0,1,0,0,577,541,562,578,544,478,496,539,1,-4.0,1,33,2,6,259.0
2012214444,540,545,0,1,0,0,1,0,0,0.652,3412,1,5,4.0,1,0,0,577,541,562,578,544,478,496,539,3,-4.0,44,33,2,6,38.0
2012214445,524,534,0,1,1,0,0,0,0,0.86,3501,1,5,2.0,0,0,1,557,466,465,547,546,435,489,528,3,-22.0,35,17,2,6,54.0
2012214446,535,535,0,1,0,0,0,1,1,0.735,3620,1,5,6.0,0,1,0,570,523,523,565,547,486,487,531,1,-12.0,4,28,2,6,212.0
2012214447,572,572,0,1,1,0,0,0,1,0.804,3704,1,5,4.0,0,1,0,573,450,517,540,582,430,496,511,1,-10.0,61,65,2,6,27.0
2012214448,548,548,0,1,0,1,0,0,1,0.752,4104,1,5,4.0,0,0,1,557,509,557,562,540,481,540,546,2,8.0,2,41,2,6,250.0
2012214449,551,551,0,1,0,0,1,0,1,0.752,4111,1,5,5.0,0,1,0,557,509,557,562,540,481,540,546,1,11.0,5,44,2,6,192.0
2012214450,566,566,0,1,0,0,1,0,1,0.766,4201,1,5,1.0,1,0,0,561,514,568,568,551,492,558,558,1,15.0,8,59,2,6,152.0
2012214451,562,562,0,1,1,0,0,0,1,0.766,4209,1,5,3.0,0,1,0,561,514,568,568,551,492,558,558,1,11.0,4,55,2,6,212.0
2012214452,571,571,0,1,1,0,0,0,1,0.766,4206,1,5,5.0,1,0,0,561,514,568,568,551,492,558,558,1,20.0,13,64,2,6,105.0
2012214453,565,565,0,1,0,0,1,0,1,0.766,4208,1,5,5.0,1,0,0,561,514,568,568,551,492,558,558,1,14.0,7,58,2,6,163.0
2012214454,552,562,0,1,0,1,0,0,0,0.766,4205,1,5,3.0,0,0,1,561,514,568,568,551,492,558,558,1,1.0,-6,45,2,6,306.0
2012214455,514,514,0,1,1,0,0,0,1,0.727,4303,1,5,4.0,0,0,1,571,523,565,568,520,451,495,510,2,-6.0,4,7,2,6,212.0
2012214456,515,515,0,1,0,0,1,0,1,0.727,4305,1,5,4.0,1,0,0,571,523,565,568,520,451,495,510,2,-5.0,5,8,2,6,192.0
2012214457,497,517,0,1,1,0,0,0,0,0.727,4329,1,5,5.0,0,0,1,571,523,565,568,520,451,495,510,3,-23.0,2,-10,2,6,250.0
2012214458,548,548,0,1,0,0,0,1,1,0.686,4502,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,3,20.0,16,41,2,6,92.0
2012214459,541,548,0,1,1,0,0,0,0,0.686,4508,1,5,5.0,0,1,0,544,473,549,557,528,444,531,532,3,13.0,10,34,2,6,135.0
2012214460,0,0,0,1,0,0,1,0,1,0.686,4503,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,4,0.0,0,0,2,6,289.0
2012214461,472,482,0,1,0,0,1,0,0,0.836,5001,1,5,0.0,0,0,1,554,494,495,510,522,462,462,467,2,-50.0,10,-35,2,6,135.0
2012214462,486,486,0,1,0,1,0,0,1,0.73,5101,1,6,1.0,0,1,0,516,454,460,483,518,445,446,475,5,0.0,0,-21,2,6,289.0
2012214463,467,487,0,1,0,0,1,0,0,0.604,5226,1,5,4.0,0,1,0,539,461,530,531,470,390,455,456,3,-3.0,12,-40,2,6,114.0
2012214464,475,475,0,1,1,0,0,0,1,0.574,5322,1,5,4.0,0,0,1,520,460,533,535,465,460,298,298,3,10.0,177,-32,2,6,8.0
2012214465,452,472,0,1,0,0,0,1,0,0.574,5333,1,5,5.0,0,0,1,520,460,533,535,465,460,298,298,3,-13.0,154,-55,2,6,17.0
2012214466,470,470,0,1,0,0,1,0,1,0.683,6201,1,7,2.0,1,0,0,533,485,471,504,517,462,460,470,5,0.0,0,-37,2,6,289.0
2012214467,514,514,1,0,0,0,0,1,1,0.772,1408,1,5,4.0,0,0,1,539,492,493,522,530,476,487,487,1,-16.0,27,7,2,6,62.0
2012214468,488,488,1,0,0,0,1,0,1,0.912,2113,1,5,5.0,1,0,0,563,506,507,531,517,445,445,465,1,-29.0,43,-19,2,6,39.0
2012214469,230,322,1,0,1,0,0,0,0,0.883,3204,4,9,2.0,0,1,0,341,311,313,311,340,312,314,314,5,0.0,0,-277,2,6,289.0
2012214470,525,535,1,0,0,0,1,0,0,0.86,3501,1,5,2.0,0,0,1,557,466,465,547,546,435,489,528,1,-21.0,36,18,2,6,50.0
2012214471,553,553,1,0,0,0,0,1,1,0.752,4117,1,5,4.0,1,0,0,557,509,557,562,540,481,540,546,1,13.0,7,46,2,6,163.0
2012214472,561,561,1,0,1,0,0,0,1,0.766,4201,1,5,1.0,1,0,0,561,514,568,568,551,492,558,558,1,10.0,3,54,2,6,236.0
2012214473,566,566,1,0,0,0,1,0,1,0.766,4201,1,5,1.0,1,0,0,561,514,568,568,551,492,558,558,1,15.0,8,59,2,6,152.0
2012214474,492,512,1,0,0,0,0,1,0,0.727,4331,1,5,5.0,0,0,1,571,523,565,568,520,451,495,510,2,-28.0,-3,-15,2,6,294.0
2012214475,547,547,1,0,1,0,0,0,1,0.686,4503,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,1,19.0,15,40,2,6,94.0
2012214476,534,544,1,0,1,0,0,0,0,0.686,4512,1,5,5.0,0,1,0,544,473,549,557,528,444,531,532,2,6.0,3,27,2,6,236.0
2012214477,488,488,1,0,0,0,1,0,1,0.836,5001,1,5,0.0,0,0,1,554,494,495,510,522,462,462,467,3,-34.0,21,-19,2,6,76.0
2012214478,474,474,1,0,0,0,1,0,1,0.574,5330,1,5,5.0,0,0,1,520,460,533,535,465,460,298,298,2,9.0,176,-33,2,6,11.0
2012214479,362,382,1,0,1,0,0,0,0,0.639,6321,1,5,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-39.0,6,-145,2,6,176.0
2012214480,522,522,0,1,0,1,0,0,1,0.772,1407,1,5,4.0,0,0,1,539,492,493,522,530,476,487,487,1,-8.0,35,15,2,6,54.0
2012214481,467,477,0,1,0,0,1,0,0,0.759,1503,1,5,5.0,1,0,0,492,429,484,493,469,390,437,458,1,-2.0,30,-40,2,6,61.0
2012214482,479,479,0,1,0,0,1,0,1,0.759,1504,1,5,4.0,0,0,1,492,429,484,493,469,390,437,458,1,10.0,42,-28,2,6,41.0
2012214483,226,329,0,1,1,0,0,0,0,0.883,3212,4,5,3.0,0,1,0,341,311,313,311,340,312,314,314,3,-114.0,-88,-281,2,6,327.0
2012214484,506,511,0,1,1,0,0,0,0,0.652,3404,1,5,4.0,0,0,1,577,541,562,578,544,478,496,539,1,-38.0,10,-1,2,6,135.0
2012214485,504,509,0,1,0,0,1,0,0,0.652,3404,1,5,4.0,1,0,0,577,541,562,578,544,478,496,539,1,-40.0,8,-3,2,6,152.0
2012214486,529,539,0,1,1,0,0,0,0,0.86,3501,1,5,2.0,0,0,1,557,466,465,547,546,435,489,528,2,-17.0,40,22,2,6,42.0
2012214487,537,537,0,1,1,0,0,0,1,0.735,3620,1,5,6.0,0,0,1,570,523,523,565,547,486,487,531,2,-10.0,6,30,2,6,176.0
2012214488,587,587,0,1,0,1,0,0,1,0.804,3729,1,5,4.0,0,0,1,573,450,517,540,582,430,496,511,1,5.0,76,80,2,6,19.0
2012214489,548,548,0,1,0,1,0,0,1,0.752,4107,1,5,4.0,0,1,0,557,509,557,562,540,481,540,546,3,8.0,2,41,2,6,250.0
2012214490,548,548,0,1,0,1,0,0,1,0.752,4116,1,5,4.0,0,0,1,557,509,557,562,540,481,540,546,3,8.0,2,41,2,6,250.0
2012214491,562,562,0,1,1,0,0,0,1,0.766,4294,1,5,6.0,0,1,0,561,514,568,568,551,492,558,558,1,11.0,4,55,2,6,212.0
2012214492,562,562,0,1,0,0,1,0,1,0.766,4201,1,5,1.0,1,0,0,561,514,568,568,551,492,558,558,1,11.0,4,55,2,6,212.0
2012214493,563,563,0,1,1,0,0,0,1,0.766,4206,1,5,5.0,0,1,0,561,514,568,568,551,492,558,558,1,12.0,5,56,2,6,192.0
2012214494,562,562,0,1,0,1,0,0,1,0.766,4210,1,5,3.0,0,1,0,561,514,568,568,551,492,558,558,1,11.0,4,55,2,6,212.0
2012214495,0,0,0,1,0,0,1,0,1,0.766,4228,1,5,5.0,0,0,1,561,514,568,568,551,492,558,558,4,0.0,0,0,2,6,289.0
2012214496,512,512,0,1,0,1,0,0,1,0.727,4301,1,5,1.0,1,0,0,571,523,565,568,520,451,495,510,3,-8.0,2,5,2,6,250.0
2012214497,512,512,0,1,0,0,0,1,1,0.727,4301,1,5,1.0,1,0,0,571,523,565,568,520,451,495,510,1,-8.0,2,5,2,6,250.0
2012214498,512,517,0,1,0,0,1,0,0,0.727,4307,1,5,4.0,0,0,1,571,523,565,568,520,451,495,510,1,-8.0,17,5,2,6,88.0
2012214499,545,545,0,1,0,1,0,0,1,0.686,4501,1,5,2.0,0,0,1,544,473,549,557,528,444,531,532,1,17.0,13,38,2,6,105.0
2012214500,538,543,0,1,1,0,0,0,0,0.686,4501,1,5,2.0,1,0,0,544,473,549,557,528,444,531,532,1,10.0,7,31,2,6,163.0
2012214501,610,610,0,1,0,0,1,0,1,0.683,4606,1,5,6.0,0,0,1,668,591,651,656,614,545,581,592,1,-4.0,18,103,2,6,86.0
2012214502,474,484,0,1,0,1,0,0,0,0.836,5001,1,5,0.0,0,0,1,554,494,495,510,522,462,462,467,2,-48.0,12,-33,2,6,114.0
2012214503,486,486,0,1,0,0,1,0,1,0.73,5115,1,6,4.0,1,0,0,516,454,460,483,518,445,446,475,5,0.0,0,-21,2,6,289.0
2012214504,444,464,0,1,0,1,0,0,0,0.604,5202,1,5,5.0,1,0,0,539,461,530,531,470,390,455,456,1,-26.0,-11,-63,2,6,319.0
2012214505,484,484,0,1,1,0,0,0,1,0.574,5324,1,5,4.0,0,0,1,520,460,533,535,465,460,298,298,3,19.0,186,-23,2,6,4.0
2012214506,300,300,0,1,0,0,1,0,1,0.448,5421,1,5,5.0,1,0,0,490,345,333,333,280,242,298,298,3,20.0,2,-207,2,6,250.0
2012214507,512,512,0,1,0,0,1,0,1,0.683,6203,1,5,5.0,1,0,0,533,485,471,504,517,462,460,470,3,-5.0,42,5,2,6,41.0
2012214508,518,518,1,0,1,0,0,0,1,0.772,1405,1,5,5.0,0,1,0,539,492,493,522,530,476,487,487,3,-12.0,31,11,2,6,59.0
2012214509,484,484,1,0,0,0,0,1,1,0.912,2113,1,5,5.0,1,0,0,563,506,507,531,517,445,445,465,2,-33.0,39,-23,2,6,44.0
2012214510,226,324,1,0,1,0,0,0,0,0.883,3206,4,9,2.0,0,1,0,341,311,313,311,340,312,314,314,5,0.0,0,-281,2,6,289.0
2012214511,561,561,1,0,1,0,0,0,1,0.804,3723,1,5,4.0,0,0,1,573,450,517,540,582,430,496,511,1,-21.0,50,54,2,6,36.0
2012214512,0,0,1,0,1,0,0,0,1,0.752,4115,1,5,4.0,0,0,1,557,509,557,562,540,481,540,546,4,0.0,0,0,2,6,289.0
2012214513,567,567,1,0,1,0,0,0,1,0.766,4208,1,5,5.0,1,0,0,561,514,568,568,551,492,558,558,1,16.0,9,60,2,6,139.0
2012214514,553,563,1,0,1,0,0,0,0,0.766,4228,1,5,5.0,0,1,0,561,514,568,568,551,492,558,558,1,2.0,-5,46,2,6,302.0
2012214515,490,510,1,0,0,0,1,0,0,0.727,4331,1,5,5.0,0,0,1,571,523,565,568,520,451,495,510,1,-30.0,-5,-17,2,6,302.0
2012214516,539,549,1,0,1,0,0,0,0,0.686,4501,1,5,2.0,0,0,1,544,473,549,557,528,444,531,532,1,11.0,8,32,2,6,152.0
2012214517,541,551,1,0,0,0,0,1,0,0.686,4501,1,5,2.0,0,0,1,544,473,549,557,528,444,531,532,2,13.0,10,34,2,6,135.0
2012214518,487,487,1,0,0,0,1,0,1,0.73,5105,1,6,4.0,0,1,0,516,454,460,483,518,445,446,475,5,0.0,0,-20,2,6,289.0
2012214519,473,473,1,0,0,0,1,0,1,0.574,5322,1,5,4.0,1,0,0,520,460,533,535,465,460,298,298,2,8.0,175,-34,2,6,12.0
2012214520,385,415,1,0,0,1,0,0,0,0.747,6422,5,1,5.0,0,0,1,489,453,467,467,440,401,409,409,3,-104.0,-82,-122,2,6,325.0
2012214521,469,469,0,1,0,0,1,0,1,0.759,1522,1,5,5.0,0,1,0,492,429,484,493,469,390,437,458,3,0.0,11,-38,2,6,123.0
2012214522,460,470,0,1,1,0,0,0,0,0.759,1523,1,5,4.0,0,0,1,492,429,484,493,469,390,437,458,3,-9.0,23,-47,2,6,70.0
2012214523,481,481,0,1,0,0,1,0,1,0.766,2201,1,5,2.0,0,1,0,529,435,491,501,515,412,420,415,3,-34.0,66,-26,2,6,22.0
2012214524,232,323,0,1,0,0,1,0,0,0.883,3201,4,5,1.0,1,0,0,341,311,313,311,340,312,314,314,3,-108.0,-82,-275,2,6,325.0
2012214525,519,524,0,1,0,0,0,1,0,0.652,3411,1,5,4.0,0,0,1,577,541,562,578,544,478,496,539,3,-25.0,23,12,2,6,70.0
2012214526,508,513,0,1,0,0,0,1,0,0.652,3413,1,5,4.0,1,0,0,577,541,562,578,544,478,496,539,3,-36.0,12,1,2,6,114.0
2012214527,524,534,0,1,1,0,0,0,0,0.86,3506,1,5,3.0,0,0,1,557,466,465,547,546,435,489,528,1,-22.0,35,17,2,6,54.0
